2021-06-05 01:22:49,432 INFO    MainThread:264204 [wandb_setup.py:_flush():69] setting env: {}
2021-06-05 01:22:49,433 INFO    MainThread:264204 [wandb_setup.py:_flush():69] setting login settings: {}
2021-06-05 01:22:49,433 INFO    MainThread:264204 [wandb_init.py:_log_setup():336] Logging user logs to /home/petar/Documents/PythonProjects/rp-group-50-common/wandb/run-20210605_012249-2g6c0l8n/logs/debug.log
2021-06-05 01:22:49,433 INFO    MainThread:264204 [wandb_init.py:_log_setup():337] Logging internal logs to /home/petar/Documents/PythonProjects/rp-group-50-common/wandb/run-20210605_012249-2g6c0l8n/logs/debug-internal.log
2021-06-05 01:22:49,434 INFO    MainThread:264204 [wandb_init.py:init():369] calling init triggers
2021-06-05 01:22:49,434 INFO    MainThread:264204 [wandb_init.py:init():374] wandb.init called with sweep_config: {}
config: {'weights': 'yolov5s.pt', 'cfg': '', 'data': './yolov5/data/wheat_head_data.yaml', 'hyp': {'lr0': 0.01, 'lrf': 0.2, 'momentum': 0.937, 'weight_decay': 0.0005, 'warmup_epochs': 3.0, 'warmup_momentum': 0.8, 'warmup_bias_lr': 0.1, 'box': 0.05, 'cls': 0.5, 'cls_pw': 1.0, 'obj': 1.0, 'obj_pw': 1.0, 'iou_t': 0.2, 'anchor_t': 4.0, 'fl_gamma': 0.0, 'hsv_h': 0.015, 'hsv_s': 0.7, 'hsv_v': 0.4, 'degrees': 0.0, 'translate': 0.1, 'scale': 0.5, 'shear': 0.0, 'perspective': 0.0, 'flipud': 0.0, 'fliplr': 0.5, 'mosaic': 1.0, 'mixup': 0.0}, 'epochs': 15, 'batch_size': 1, 'img_size': [1024, 1024], 'rect': False, 'resume': False, 'nosave': True, 'notest': False, 'noautoanchor': False, 'evolve': False, 'bucket': '', 'cache_images': True, 'image_weights': False, 'device': '', 'multi_scale': False, 'single_cls': False, 'adam': False, 'sync_bn': False, 'local_rank': -1, 'workers': 8, 'project': 'runs/train', 'entity': None, 'name': 'exp', 'exist_ok': False, 'quad': False, 'linear_lr': False, 'label_smoothing': 0.0, 'upload_dataset': False, 'bbox_interval': -1, 'save_period': -1, 'artifact_alias': 'latest', 'world_size': 1, 'global_rank': -1, 'save_dir': 'runs/train/exp6', 'total_batch_size': 1}
2021-06-05 01:22:49,435 INFO    MainThread:264204 [wandb_init.py:init():418] starting backend
2021-06-05 01:22:49,435 INFO    MainThread:264204 [backend.py:_multiprocessing_setup():70] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2021-06-05 01:22:49,456 INFO    MainThread:264204 [backend.py:ensure_launched():132] starting backend process...
2021-06-05 01:22:49,466 INFO    MainThread:264204 [backend.py:ensure_launched():136] started backend process with pid: 264241
2021-06-05 01:22:49,467 INFO    MainThread:264204 [wandb_init.py:init():423] backend started and connected
2021-06-05 01:22:49,475 INFO    MainThread:264204 [wandb_init.py:init():465] updated telemetry
2021-06-05 01:22:49,476 INFO    MainThread:264204 [wandb_init.py:init():484] communicating current version
2021-06-05 01:22:50,103 INFO    MainThread:264204 [wandb_init.py:init():489] got version response 
2021-06-05 01:22:50,103 INFO    MainThread:264204 [wandb_init.py:init():497] communicating run to backend with 30 second timeout
2021-06-05 01:22:50,771 INFO    MainThread:264204 [wandb_init.py:init():522] starting run threads in backend
2021-06-05 01:22:50,810 INFO    MainThread:264204 [wandb_run.py:_console_start():1538] atexit reg
2021-06-05 01:22:50,810 INFO    MainThread:264204 [wandb_run.py:_redirect():1412] redirect: SettingsConsole.REDIRECT
2021-06-05 01:22:50,811 INFO    MainThread:264204 [wandb_run.py:_redirect():1417] Redirecting console.
