2021-06-05 00:52:02,140 INFO    MainThread:262692 [wandb_setup.py:_flush():69] setting env: {}
2021-06-05 00:52:02,141 INFO    MainThread:262692 [wandb_setup.py:_flush():69] setting login settings: {}
2021-06-05 00:52:02,141 INFO    MainThread:262692 [wandb_init.py:_log_setup():336] Logging user logs to /home/petar/Documents/PythonProjects/rp-group-50-common/wandb/run-20210605_005202-3qzxo16j/logs/debug.log
2021-06-05 00:52:02,141 INFO    MainThread:262692 [wandb_init.py:_log_setup():337] Logging internal logs to /home/petar/Documents/PythonProjects/rp-group-50-common/wandb/run-20210605_005202-3qzxo16j/logs/debug-internal.log
2021-06-05 00:52:02,142 INFO    MainThread:262692 [wandb_init.py:init():369] calling init triggers
2021-06-05 00:52:02,143 INFO    MainThread:262692 [wandb_init.py:init():374] wandb.init called with sweep_config: {}
config: {'weights': 'yolov5s.pt', 'cfg': '', 'data': './yolov5/data/wheat_head_data.yaml', 'hyp': {'lr0': 0.01, 'lrf': 0.2, 'momentum': 0.937, 'weight_decay': 0.0005, 'warmup_epochs': 3.0, 'warmup_momentum': 0.8, 'warmup_bias_lr': 0.1, 'box': 0.05, 'cls': 0.5, 'cls_pw': 1.0, 'obj': 1.0, 'obj_pw': 1.0, 'iou_t': 0.2, 'anchor_t': 4.0, 'fl_gamma': 0.0, 'hsv_h': 0.015, 'hsv_s': 0.7, 'hsv_v': 0.4, 'degrees': 0.0, 'translate': 0.1, 'scale': 0.5, 'shear': 0.0, 'perspective': 0.0, 'flipud': 0.0, 'fliplr': 0.5, 'mosaic': 1.0, 'mixup': 0.0}, 'epochs': 10, 'batch_size': 1, 'img_size': [1024, 1024], 'rect': False, 'resume': False, 'nosave': True, 'notest': False, 'noautoanchor': False, 'evolve': False, 'bucket': '', 'cache_images': True, 'image_weights': False, 'device': '', 'multi_scale': False, 'single_cls': False, 'adam': False, 'sync_bn': False, 'local_rank': -1, 'workers': 8, 'project': 'runs/train', 'entity': None, 'name': 'exp', 'exist_ok': False, 'quad': False, 'linear_lr': False, 'label_smoothing': 0.0, 'upload_dataset': False, 'bbox_interval': -1, 'save_period': -1, 'artifact_alias': 'latest', 'world_size': 1, 'global_rank': -1, 'save_dir': 'runs/train/exp5', 'total_batch_size': 1}
2021-06-05 00:52:02,143 INFO    MainThread:262692 [wandb_init.py:init():418] starting backend
2021-06-05 00:52:02,143 INFO    MainThread:262692 [backend.py:_multiprocessing_setup():70] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2021-06-05 00:52:02,175 INFO    MainThread:262692 [backend.py:ensure_launched():132] starting backend process...
2021-06-05 00:52:02,183 INFO    MainThread:262692 [backend.py:ensure_launched():136] started backend process with pid: 262729
2021-06-05 00:52:02,185 INFO    MainThread:262692 [wandb_init.py:init():423] backend started and connected
2021-06-05 00:52:02,193 INFO    MainThread:262692 [wandb_init.py:init():465] updated telemetry
2021-06-05 00:52:02,193 INFO    MainThread:262692 [wandb_init.py:init():484] communicating current version
2021-06-05 00:52:02,867 INFO    MainThread:262692 [wandb_init.py:init():489] got version response 
2021-06-05 00:52:02,867 INFO    MainThread:262692 [wandb_init.py:init():497] communicating run to backend with 30 second timeout
2021-06-05 00:52:03,488 INFO    MainThread:262692 [wandb_init.py:init():522] starting run threads in backend
2021-06-05 00:52:03,535 INFO    MainThread:262692 [wandb_run.py:_console_start():1538] atexit reg
2021-06-05 00:52:03,536 INFO    MainThread:262692 [wandb_run.py:_redirect():1412] redirect: SettingsConsole.REDIRECT
2021-06-05 00:52:03,536 INFO    MainThread:262692 [wandb_run.py:_redirect():1417] Redirecting console.
